Key,ParentTechniqueID,Value
T1574.007,T1574,"Some methods of executing a program rely on the PATH environment variable to determine the locations that are searched when the path for the program is not given, such as executing programs from a ."
T1069.001,T1069,Software collects a list of users belonging to the local users and administrators groups with the commands <code>net localgroup administrators</code> and <code>net localgroup users</code>.
T1098.005,T1098,"Devices registered in Azure AD may be able to conduct  campaigns via intra-organizational emails, which are less likely to be treated as suspicious by the email client."
T1574.006,T1574,Software adds malicious file paths to the <code>DYLD_FRAMEWORK_PATH</code> and <code>DYLD_LIBRARY_PATH</code> environment variables to execute malicious code.
T1566.001,T1566,Attacker has used personalized spearphishing attachments.
T1027.013,T1027,"During , the threat actors used Base64 to encode files with a custom key."
T1027.013,T1027,Software has used RC4 encrypted shellcode and encrypted functions.
T1036.002,T1036,Adversaries may abuse the RTLO character as a means of tricking a user into executing what they think is a benign file type.
T1036.004,T1036,Software has attempted to appear as a legitimate Windows service with a fake description claiming it is used to support packed applications.
T1547.001,T1547,Software adds Registry Run keys to achieve persistence.
T1562.002,T1562,During the Attacker disabled event logging on compromised systems.
T1056.001,T1056,Software contains a keylogger.
T1027.003,T1027,Adversaries may use steganography techniques in order to prevent the detection of hidden information.
T1027.013,T1027,Software encrypts its configuration files with AES-256.
T1556.007,T1556,These can be maintained in a number of ways.
T1132.001,T1132,Adversaries may encode data with a standard data encoding system to make the content of command and control traffic more difficult to detect.
T1543.001,T1543,Software creates user launch agents named .espl.plist and com.apple..plist to establish persistence.
T1547.001,T1547,Software establishes persistence by creating a shortcut in the Start Menu folder.
T1055.002,T1055,"The write can be performed with native Windows API calls such as <code>VirtualAllocEx</code> and <code>WriteProcessMemory</code>, then invoked with <code>CreateRemoteThread</code> or additional code ."
T1003.005,T1003,"On Linux systems, Active Directory credentials can be accessed through caches maintained by software like System Security Services Daemon  or Quest Authentication Services ."
T1110.003,T1110,"In default environments, LDAP and Kerberos connection attempts are less likely to trigger events over SMB, which creates Windows ""logon failure"" event ID 4625."
T1584.001,T1584,"As service will not be disrupted, the malicious subdomains may go unnoticed for long periods of time."
T1059.005,T1059,Software has used VBS scripts and XLS macros for execution.
T1566.001,T1566,Attacker has delivered spearphishing emails with malicious attachments to targets.
T1566.001,T1566,Attacker has used spearphishing attachments to deliver initial access payloads.
T1583.003,T1583,"The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure."
T1588.002,T1588,Software and PuTTy PSCP.
T1548.003,T1548,"In the wild, malware has disabled <code>tty_tickets</code> to potentially make scripting easier by issuing <code>echo \'Defaults !tty_tickets\' >> /etc/sudoers</code>."
T1566.002,T1566,"During , the threat actors sent spearphishing emails containing a malicious link."
T1573.001,T1573,Software has the ability to use an RC4 key to encrypt communications to and from actor-controlled C2 servers.
T1547.001,T1547,Attacker added a spoofed binary to the start-up folder for persistence.
T1027.013,T1027,Software uses RC4 for encrypting the configuration.
T1070.004,T1070,Software has the ability delete files from a compromised host.
T1090.001,T1090,Attacker used custom tools to create SOCK5 and custom protocol proxies between infected hosts.
T1553.003,T1553,"Similar to , adversaries may abuse this architecture to subvert trust controls and bypass security policies that allow only legitimately signed code to execute on a system."
T1497.001,T1497,"Software can search loaded modules, PEB structure, file paths, Registry keys, and memory to determine if it is being debugged or running in a virtual environment."
T1573.002,T1573,Attacker used the Plink command-line utility to create SSH tunnels to C2 servers.
T1497.001,T1497,Software can check for the presence of the Registry key <code>HKEY_CLASSES_ROOT\\Applications\\VMwareHostOpen.exe</code> before proceeding to its main functionality.
T1548.006,T1548,"For example, when a web browser requests permissions to the user's webcam, once granted the web browser may not explicitly prompt the user again."
T1550.001,T1550,During the Attacker used compromised service principals to make changes to the Office 365 environment.
T1543.004,T1543,Software has placed a plist file within the <code>LaunchDaemons</code> folder and launched it manually.
T1071.001,T1071,During the Attacker used HTTP for C2 and data exfiltration.
T1553.006,T1553,"Other such controls may be disabled by default but are configurable through application controls, such as only allowing signed Dynamic-Link Libraries  to execute on a system."
T1070.004,T1070,Software can delete files downloaded to the compromised host.
T1027.004,T1027,Attacker has compiled the source code for a downloader directly on the infected system using the built-in <code>Microsoft.CSharp.CSharpCodeProvider</code> class.
T1204.002,T1204,"During , the threat actors relied on victims executing malicious Microsoft Word or PDF files."
T1036.005,T1036,Attacker has used `dllhost.exe` to mask Fast Reverse Proxy  and `MicrosoftOutLookUpdater.exe` for Plink.
T1036.005,T1036,Attacker has renamed malware to legitimate names such as <code>ESTCommon.dll</code> or <code>patch.dll</code>.
T1090.002,T1090,"Software can identify proxy servers configured and used by the victim, and use it to make HTTP requests to C2 its server."
T1555.004,T1555,Credential backups and restorations may be performed by running <code>rundll32.exe keymgr.dll KRShowKeyMgr</code> then selecting the “Back up...” button on the “Stored User Names and Passwords” GUI.
