Key,Value
T1016,Software can report the IP of the compromised host to attacker controlled infrastructure.
T1019,System firmware like BIOS and EFI underly the functionality of a computer and may be modified by an adversary to perform or assist in malicious activity.
T1018,Software for discovery on targeted networks.
T1140,Software has decrypted function blocks using a XOR key during runtime to evade detection.
T1156,"Using bash as an example, the default shell for most GNU/Linux systems, adversaries may add commands that launch malicious binaries into the <code>/etc/profile</code> and <code>/etc/profile.d</code> files ."
T1201,"if the minimum password length should be 8, then not trying passwords such as 'pass123'; not checking for more than 3-4 passwords per account if the lockout is set to 6 as to not lock out accounts)."
T1584,"By using compromised infrastructure, adversaries may make it difficult to tie their actions back to them."
T1207,"Once registered, a rogue DC may be able to inject and replicate changes into AD infrastructure for any domain object, including credentials and keys."
T1036,Attacker has disguised malicious template files as JPEG files to avoid detection.
T1102,Software has used Amazon Web Services to host second-stage servers.
T1057,Software obtains a list of running processes through WMI querying and the <code>ps</code> command.
T1068,Attacker has exploited CVE-2019-0803 and MS16-032 to escalate privileges.
T1005,Software can collect data from a compromised host.
T1012,Software queries the Registry for specific keys for potential privilege escalation and proxy information. Software has also used WMI to query the Windows Registry.
T1113,Malware used by Attacker is capable of watching the victim's screen.
T1222,"Specific file and directory modifications may be a required step for many techniques, such as establishing Persistence via , , , or tainting/hijacking other instrumental binary/configuration files via ."
T1105,Attacker has downloaded tools to compromised hosts.
T1082,"Software can collect the machine information, system architecture, the OS version, computer name, Windows product name, the number of CPU cores, video card information, and the system language."
T1145,"Private keys should require a password or passphrase for operation, so an adversary may also use  for keylogging or attempt to  the passphrase off-line."
T1027,Software has the ability to XOR the strings for its installer component with a hardcoded 128 byte key.
T1057,Software has the ability to list processes on the compromised host.
T1518,Software can retrieve a list of applications from the <code>SOFTWARE\Microsoft\Windows\CurrentVersion\App Paths</code> registry key.
T1016,Software may be used to enumerate the parent domain of a local machine using <code>/parentdomain</code>.
T1010,Software can use  the `GetForegroundWindow` and `GetWindowText` APIs to discover where the user is typing.
T1018,"Attacker has enumerated DC servers using the command <code>net group ""Domain Controllers"" /domain</code>. The group has also used the <code>ping</code> command."
